id,name,category,brand,model,price,specs,image_url,in_stock,created_at,updated_at
146,Intel 670p 1TB,Storage,Intel,670p,64.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 3500, ""write_speed_mbps"": 2700, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275603,2025-05-10 01:40:38.275604
147,Patriot P300 1TB,Storage,Patriot,P300,54.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 2100, ""write_speed_mbps"": 1650, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275616,2025-05-10 01:40:38.275617
148,PNY CS900 1TB,Storage,PNY,CS900,42.99,"{""category"": ""Storage"", ""specs"": {""type"": ""SATA SSD"", ""interface"": ""SATA III"", ""capacity_gb"": 1000, ""read_speed_mbps"": 535, ""write_speed_mbps"": 500, ""form_factor"": ""2.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27563,2025-05-10 01:40:38.275631
149,Toshiba N300 6TB,Storage,Toshiba,N300,124.99,"{""category"": ""Storage"", ""specs"": {""type"": ""HDD"", ""interface"": ""SATA III"", ""capacity_gb"": 6000, ""rpm"": 7200, ""cache_mb"": 128, ""form_factor"": ""3.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275645,2025-05-10 01:40:38.275645
150,WD My Passport 5TB,Storage,Western Digital,My Passport,109.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External HDD"", ""interface"": ""USB 3.0"", ""capacity_gb"": 5000, ""rpm"": 5400, ""cache_mb"": 64, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275658,2025-05-10 01:40:38.275659
151,ADATA XPG GAMMIX S70 Blade 2TB,Storage,ADATA,XPG GAMMIX S70 Blade,129.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 2000, ""read_speed_mbps"": 7400, ""write_speed_mbps"": 6800, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275671,2025-05-10 01:40:38.275672
152,Lexar NM620 1TB,Storage,Lexar,NM620,59.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 3300, ""write_speed_mbps"": 3000, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275685,2025-05-10 01:40:38.275685
153,TeamGroup T-Force Cardea Zero Z440 1TB,Storage,TeamGroup,Z440,99.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 5000, ""write_speed_mbps"": 4400, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275698,2025-05-10 01:40:38.275699
154,Samsung T5 1TB,Storage,Samsung,T5 Portable SSD,89.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External SSD"", ""interface"": ""USB 3.1 Gen 2"", ""capacity_gb"": 1000, ""read_speed_mbps"": 540, ""write_speed_mbps"": 515, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275712,2025-05-10 01:40:38.275713
155,Seagate One Touch SSD 1TB,Storage,Seagate,One Touch,94.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External SSD"", ""interface"": ""USB 3.0"", ""capacity_gb"": 1000, ""read_speed_mbps"": 1030, ""write_speed_mbps"": 1000, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275739,2025-05-10 01:40:38.27574
156,WD Blue SN570 1TB,Storage,Western Digital,Blue SN570,54.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 3500, ""write_speed_mbps"": 3000, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275754,2025-05-10 01:40:38.275754
157,SK hynix Gold P31 1TB,Storage,SK hynix,Gold P31,79.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 3500, ""write_speed_mbps"": 3200, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275768,2025-05-10 01:40:38.275768
158,Silicon Power A55 512GB,Storage,Silicon Power,A55,27.99,"{""category"": ""Storage"", ""specs"": {""type"": ""SATA SSD"", ""interface"": ""SATA III"", ""capacity_gb"": 512, ""read_speed_mbps"": 550, ""write_speed_mbps"": 500, ""form_factor"": ""2.5 inch""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275782,2025-05-10 01:40:38.275783
159,ADATA Legend 800 1TB,Storage,ADATA,Legend 800,62.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 5000, ""write_speed_mbps"": 4500, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275797,2025-05-10 01:40:38.275798
160,Transcend ESD240C 960GB,Storage,Transcend,ESD240C,89.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External SSD"", ""interface"": ""USB 3.1 Gen 2"", ""capacity_gb"": 960, ""read_speed_mbps"": 520, ""write_speed_mbps"": 460, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275811,2025-05-10 01:40:38.275812
161,Crucial X6 2TB Portable SSD,Storage,Crucial,X6,109.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External SSD"", ""interface"": ""USB 3.2 Gen 2"", ""capacity_gb"": 2000, ""read_speed_mbps"": 800, ""write_speed_mbps"": 800, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275825,2025-05-10 01:40:38.275825
162,Gigabyte UD850GM M.2 1TB,Storage,Gigabyte,UD850GM,69.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen4 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 5000, ""write_speed_mbps"": 4500, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275838,2025-05-10 01:40:38.275839
163,WD Elements Desktop 8TB,Storage,Western Digital,Elements Desktop,159.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External HDD"", ""interface"": ""USB 3.0"", ""capacity_gb"": 8000, ""rpm"": 5400, ""cache_mb"": 256, ""form_factor"": ""Desktop""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275852,2025-05-10 01:40:38.275852
164,LaCie Rugged Mini 2TB,Storage,LaCie,Rugged Mini,104.99,"{""category"": ""Storage"", ""specs"": {""type"": ""External HDD"", ""interface"": ""USB 3.0"", ""capacity_gb"": 2000, ""rpm"": 5400, ""cache_mb"": 64, ""form_factor"": ""Portable""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275865,2025-05-10 01:40:38.275866
165,OWC Aura Pro X2 1TB,Storage,OWC,Aura Pro X2,159.99,"{""category"": ""Storage"", ""specs"": {""type"": ""NVMe SSD"", ""interface"": ""PCIe Gen3 x4"", ""capacity_gb"": 1000, ""read_speed_mbps"": 3200, ""write_speed_mbps"": 2400, ""form_factor"": ""M.2 2280""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275879,2025-05-10 01:40:38.27588
166,MSI GeForce RTX 3060 Ventus 2X 12G,GPU,MSI,GeForce RTX 3060 Ventus 2X,288,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 3060"", ""memory_gb"": 12, ""core_clock_mhz"": 1320, ""boost_clock_mhz"": 1777, ""color"": ""Black"", ""length_mm"": 235}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275975,2025-05-10 01:40:38.275975
167,Gigabyte WINDFORCE OC,GPU,Gigabyte,WINDFORCE OC RTX 4070,581.19,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4070"", ""memory_gb"": 12, ""core_clock_mhz"": 1920, ""boost_clock_mhz"": 2490, ""color"": ""Black"", ""length_mm"": 261}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.275993,2025-05-10 01:40:38.275994
168,Asus ROG STRIX GAMING OC,GPU,Asus,ROG STRIX RTX 4090,1979.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4090"", ""memory_gb"": 24, ""core_clock_mhz"": 2235, ""boost_clock_mhz"": 2640, ""color"": ""Black"", ""length_mm"": 358}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276007,2025-05-10 01:40:38.276008
169,Zotac Gaming RTX 3060 Twin Edge,GPU,Zotac,RTX 3060 Twin Edge,279.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 3060"", ""memory_gb"": 12, ""core_clock_mhz"": 1320, ""boost_clock_mhz"": 1807, ""color"": ""Black"", ""length_mm"": 224}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276021,2025-05-10 01:40:38.276022
170,ASRock Phantom Gaming D RX 6700 XT,GPU,ASRock,Phantom Gaming D,349.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6700 XT"", ""memory_gb"": 12, ""core_clock_mhz"": 2321, ""boost_clock_mhz"": 2581, ""color"": ""Black/Red"", ""length_mm"": 305}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276035,2025-05-10 01:40:38.276035
171,MSI Radeon RX 7900 XTX GAMING TRIO,GPU,MSI,RX 7900 XTX GAMING TRIO,999.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 7900 XTX"", ""memory_gb"": 24, ""core_clock_mhz"": 1855, ""boost_clock_mhz"": 2500, ""color"": ""Black"", ""length_mm"": 337}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276053,2025-05-10 01:40:38.276054
172,PNY GeForce RTX 4080 XLR8 Gaming,GPU,PNY,RTX 4080 XLR8,1199,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4080"", ""memory_gb"": 16, ""core_clock_mhz"": 2205, ""boost_clock_mhz"": 2505, ""color"": ""Black"", ""length_mm"": 331}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276068,2025-05-10 01:40:38.276069
173,PowerColor Red Devil RX 6800 XT,GPU,PowerColor,Red Devil RX 6800 XT,599.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6800 XT"", ""memory_gb"": 16, ""core_clock_mhz"": 1825, ""boost_clock_mhz"": 2310, ""color"": ""Black/Red"", ""length_mm"": 320}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276088,2025-05-10 01:40:38.276089
174,ASUS Dual GeForce RTX 4060 Ti OC,GPU,ASUS,Dual RTX 4060 Ti OC,399.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4060 Ti"", ""memory_gb"": 8, ""core_clock_mhz"": 2310, ""boost_clock_mhz"": 2595, ""color"": ""White"", ""length_mm"": 227}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276102,2025-05-10 01:40:38.276103
175,Sapphire Pulse RX 6600,GPU,Sapphire,Pulse RX 6600,199.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6600"", ""memory_gb"": 8, ""core_clock_mhz"": 1626, ""boost_clock_mhz"": 2491, ""color"": ""Black"", ""length_mm"": 193}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276116,2025-05-10 01:40:38.276116
176,EVGA GeForce RTX 3070 FTW3 Ultra,GPU,EVGA,RTX 3070 FTW3 Ultra,469.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 3070"", ""memory_gb"": 8, ""core_clock_mhz"": 1500, ""boost_clock_mhz"": 1815, ""color"": ""Black"", ""length_mm"": 300}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27613,2025-05-10 01:40:38.27613
177,ASRock Challenger D RX 6600,GPU,ASRock,Challenger D RX 6600,189.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6600"", ""memory_gb"": 8, ""core_clock_mhz"": 1626, ""boost_clock_mhz"": 2491, ""color"": ""Black/Yellow"", ""length_mm"": 269}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27615,2025-05-10 01:40:38.276151
178,Zotac Gaming GeForce RTX 4070 AMP AIRO,GPU,Zotac,RTX 4070 AMP AIRO,629.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4070"", ""memory_gb"": 12, ""core_clock_mhz"": 1920, ""boost_clock_mhz"": 2565, ""color"": ""Black"", ""length_mm"": 306}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276164,2025-05-10 01:40:38.276165
179,Gigabyte AERO OC RTX 4080,GPU,Gigabyte,AERO OC RTX 4080,1249,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4080"", ""memory_gb"": 16, ""core_clock_mhz"": 2205, ""boost_clock_mhz"": 2535, ""color"": ""White"", ""length_mm"": 342}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276178,2025-05-10 01:40:38.276178
180,MSI Ventus 3X OC RTX 4070 Ti,GPU,MSI,Ventus 3X OC,819.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4070 Ti"", ""memory_gb"": 12, ""core_clock_mhz"": 2310, ""boost_clock_mhz"": 2745, ""color"": ""Black/Silver"", ""length_mm"": 308}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276192,2025-05-10 01:40:38.276193
181,XFX Speedster SWFT 319 RX 6800,GPU,XFX,SWFT 319 RX 6800,459.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6800"", ""memory_gb"": 16, ""core_clock_mhz"": 1700, ""boost_clock_mhz"": 2105, ""color"": ""Black"", ""length_mm"": 323}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276206,2025-05-10 01:40:38.276207
182,ASUS Dual RTX 4060 OC,GPU,ASUS,Dual RTX 4060 OC,299.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4060"", ""memory_gb"": 8, ""core_clock_mhz"": 1830, ""boost_clock_mhz"": 2535, ""color"": ""Black"", ""length_mm"": 227}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276219,2025-05-10 01:40:38.27622
183,PowerColor Fighter RX 6700,GPU,PowerColor,Fighter RX 6700,289.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6700"", ""memory_gb"": 10, ""core_clock_mhz"": 2321, ""boost_clock_mhz"": 2495, ""color"": ""Black"", ""length_mm"": 305}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276232,2025-05-10 01:40:38.276233
184,Gigabyte Eagle OC RX 7900 XT,GPU,Gigabyte,Eagle OC RX 7900 XT,829.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 7900 XT"", ""memory_gb"": 20, ""core_clock_mhz"": 2000, ""boost_clock_mhz"": 2400, ""color"": ""Black/Grey"", ""length_mm"": 331}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27625,2025-05-10 01:40:38.276251
185,Inno3D GeForce RTX 4070 Twin X2,GPU,Inno3D,RTX 4070 Twin X2,579.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4070"", ""memory_gb"": 12, ""core_clock_mhz"": 1920, ""boost_clock_mhz"": 2475, ""color"": ""Black"", ""length_mm"": 250}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276264,2025-05-10 01:40:38.276264
186,Sapphire Nitro+ RX 7900 GRE,GPU,Sapphire,Nitro+ RX 7900 GRE,629.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 7900 GRE"", ""memory_gb"": 16, ""core_clock_mhz"": 1700, ""boost_clock_mhz"": 2360, ""color"": ""Black"", ""length_mm"": 320}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276277,2025-05-10 01:40:38.276278
187,Palit GeForce RTX 3050 StormX,GPU,Palit,RTX 3050 StormX,199.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 3050"", ""memory_gb"": 8, ""core_clock_mhz"": 1552, ""boost_clock_mhz"": 1777, ""color"": ""Black"", ""length_mm"": 170}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276291,2025-05-10 01:40:38.276291
188,MSI Gaming X Trio RTX 3080,GPU,MSI,Gaming X Trio RTX 3080,699.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 3080"", ""memory_gb"": 10, ""core_clock_mhz"": 1440, ""boost_clock_mhz"": 1815, ""color"": ""Black/Grey"", ""length_mm"": 323}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276304,2025-05-10 01:40:38.276305
189,XFX Speedster MERC 310 RX 7900 XT,GPU,XFX,MERC 310 RX 7900 XT,849.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 7900 XT"", ""memory_gb"": 20, ""core_clock_mhz"": 2000, ""boost_clock_mhz"": 2500, ""color"": ""Black/Silver"", ""length_mm"": 340}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276317,2025-05-10 01:40:38.276318
190,Zotac Gaming RTX 3070 Twin Edge OC,GPU,Zotac,RTX 3070 Twin Edge OC,449.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 3070"", ""memory_gb"": 8, ""core_clock_mhz"": 1500, ""boost_clock_mhz"": 1755, ""color"": ""Black"", ""length_mm"": 231}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27633,2025-05-10 01:40:38.276331
191,ASRock Challenger D RX 6750 XT,GPU,ASRock,Challenger D RX 6750 XT,429.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6750 XT"", ""memory_gb"": 12, ""core_clock_mhz"": 2150, ""boost_clock_mhz"": 2600, ""color"": ""Black/Yellow"", ""length_mm"": 303}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276344,2025-05-10 01:40:38.276345
192,PNY GeForce RTX 4060 Ti Dual Fan,GPU,PNY,RTX 4060 Ti Dual Fan,379.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4060 Ti"", ""memory_gb"": 8, ""core_clock_mhz"": 2310, ""boost_clock_mhz"": 2535, ""color"": ""Black"", ""length_mm"": 247}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276358,2025-05-10 01:40:38.276358
193,Sapphire Pulse RX 6500 XT,GPU,Sapphire,Pulse RX 6500 XT,169.99,"{""category"": ""GPU"", ""specs"": {""chipset"": ""Radeon RX 6500 XT"", ""memory_gb"": 4, ""core_clock_mhz"": 2310, ""boost_clock_mhz"": 2815, ""color"": ""Black"", ""length_mm"": 180}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276371,2025-05-10 01:40:38.276372
194,Gigabyte Eagle RTX 4060,GPU,Gigabyte,Eagle RTX 4060,299,"{""category"": ""GPU"", ""specs"": {""chipset"": ""GeForce RTX 4060"", ""memory_gb"": 8, ""core_clock_mhz"": 1830, ""boost_clock_mhz"": 2460, ""color"": ""Black"", ""length_mm"": 272}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.276386,2025-05-10 01:40:38.276386
195,Corsair 4000D Airflow,Case,Corsair,4000D Airflow,104.99,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 48.6, ""internal_35_bays"": 2}}","https://assets.corsair.com/image/upload/c_pad,q_auto,h_1024,w_1024,f_auto/products/Cases/base-4000d-airflow-config/Gallery/4000D_AF_BLACK_01.webp",t,2025-05-10 01:40:38.276502,2025-05-10 01:40:38.276503
196,NZXT H5 Flow,Case,NZXT,H5 Flow,94.99,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 47.0, ""internal_35_bays"": 1}}",https://www.datocms-assets.com/34299/1666138830-h5-flow-hero-white.png,t,2025-05-10 01:40:38.276517,2025-05-10 01:40:38.276518
197,NZXT H9 Flow,Case,NZXT,H9 Flow,159.99,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 66.9, ""internal_35_bays"": 2}}",https://c1.neweggimages.com/productimage/nb640/11-146-347-10.png,t,2025-05-10 01:40:38.276531,2025-05-10 01:40:38.276531
198,Cooler Master Model 104,Case,Cooler Master,Model 104,65,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 84.8, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276544,2025-05-10 01:40:38.276544
199,Fractal Design Model 105,Case,Fractal Design,Model 105,68.75,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 86.0, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276557,2025-05-10 01:40:38.276558
200,Lian Li Model 106,Case,Lian Li,Model 106,72.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 87.2, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276571,2025-05-10 01:40:38.276571
201,Corsair Model 107,Case,Corsair,Model 107,76.25,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 88.4, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276584,2025-05-10 01:40:38.276585
202,NZXT Model 108,Case,NZXT,Model 108,80,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 89.6, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276598,2025-05-10 01:40:38.276599
203,Cooler Master Model 109,Case,Cooler Master,Model 109,83.75,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 90.8, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276617,2025-05-10 01:40:38.276618
204,Fractal Design Model 110,Case,Fractal Design,Model 110,87.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 92.0, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276631,2025-05-10 01:40:38.276631
205,Lian Li Model 111,Case,Lian Li,Model 111,91.25,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 93.2, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276645,2025-05-10 01:40:38.276645
206,Corsair Model 112,Case,Corsair,Model 112,95,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 94.4, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276663,2025-05-10 01:40:38.276664
207,NZXT Model 113,Case,NZXT,Model 113,98.75,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 95.6, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276677,2025-05-10 01:40:38.276678
262,Microsoft Windows 10 Pro (64-bit),OS,Microsoft,Windows 10 Pro,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277632,2025-05-10 01:40:38.277632
208,Cooler Master Model 114,Case,Cooler Master,Model 114,102.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 96.8, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276691,2025-05-10 01:40:38.276691
209,Fractal Design Model 115,Case,Fractal Design,Model 115,106.25,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 98.0, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276709,2025-05-10 01:40:38.27671
210,Lian Li Model 116,Case,Lian Li,Model 116,110,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 99.2, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276723,2025-05-10 01:40:38.276724
211,Corsair Model 117,Case,Corsair,Model 117,113.75,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 100.4, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276737,2025-05-10 01:40:38.276737
212,NZXT Model 118,Case,NZXT,Model 118,117.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 101.6, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276751,2025-05-10 01:40:38.276752
213,Cooler Master Model 119,Case,Cooler Master,Model 119,121.25,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 102.8, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276764,2025-05-10 01:40:38.276765
214,Fractal Design Model 120,Case,Fractal Design,Model 120,125,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 104.0, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276777,2025-05-10 01:40:38.276778
